DATE,DFF,REPO,T10Y2Y,SP500,USD
1/3/17,0.66,287.236,1.23,2257.83,119.0881
1/4/17,0.66,266.468,1.22,2270.75,118.8785
1/5/17,0.66,233.43,1.2,2269,117.9987
1/6/17,0.66,209.205,1.2,2276.98,118.3476
1/7/17,0.66,#N/A,#N/A,#N/A,#N/A
1/8/17,0.66,#N/A,#N/A,#N/A,#N/A
1/9/17,0.66,191.97,1.17,2268.9,118.4089
1/10/17,0.66,180.715,1.19,2268.9,118.5365
1/11/17,0.66,158.82,1.18,2275.32,119.0197
1/12/17,0.66,141.218,1.18,2270.44,117.7984
1/13/17,0.66,88.201,1.19,2274.64,117.9865
1/14/17,0.66,#N/A,#N/A,#N/A,#N/A
1/15/17,0.66,#N/A,#N/A,#N/A,#N/A
1/16/17,0.66,.,.,.,.
1/17/17,0.66,96.798,1.16,2267.89,117.2644
1/18/17,0.66,130.118,1.19,2271.89,117.7232
1/19/17,0.66,138.637,1.22,2263.69,118.3174
1/20/17,0.66,148.785,1.28,2271.31,.
1/21/17,0.66,#N/A,#N/A,#N/A,#N/A
1/22/17,0.66,#N/A,#N/A,#N/A,#N/A
1/23/17,0.66,156.316,1.25,2265.2,117.2477
1/24/17,0.66,110.193,1.26,2280.07,117.0513
1/25/17,0.66,108.36,1.3,2298.37,116.9353
1/26/17,0.66,94.67,1.3,2296.68,117.2761
1/27/17,0.66,108.772,1.27,2294.69,117.0725
1/28/17,0.66,#N/A,#N/A,#N/A,#N/A
1/29/17,0.66,#N/A,#N/A,#N/A,#N/A
1/30/17,0.66,101.514,1.27,2280.9,116.7311
1/31/17,0.56,180.162,1.26,2278.87,116.2235
2/1/17,0.66,133.73,1.26,2279.55,116.391
2/2/17,0.66,111.12,1.27,2280.85,115.902
2/3/17,0.66,117.361,1.28,2297.42,115.6244
2/4/17,0.66,#N/A,#N/A,#N/A,#N/A
2/5/17,0.66,#N/A,#N/A,#N/A,#N/A
2/6/17,0.66,125.66,1.26,2292.56,116.0489
2/7/17,0.66,131.659,1.24,2293.08,116.4069
2/8/17,0.66,122.934,1.19,2294.67,116.1371
2/9/17,0.66,83.894,1.2,2307.87,116.3044
2/10/17,0.66,74.169,1.21,2316.1,116.1461
2/11/17,0.66,#N/A,#N/A,#N/A,#N/A
2/12/17,0.66,#N/A,#N/A,#N/A,#N/A
2/13/17,0.66,98.103,1.23,2328.25,116.3407
2/14/17,0.66,87.998,1.22,2337.58,116.3925
2/15/17,0.66,105.123,1.24,2349.25,116.2139
2/16/17,0.66,104.978,1.23,2347.22,116.0046
2/17/17,0.66,147.243,1.21,2351.16,116.4014
2/18/17,0.66,#N/A,#N/A,#N/A,#N/A
2/19/17,0.66,#N/A,#N/A,#N/A,#N/A
2/20/17,0.66,.,.,.,.
2/21/17,0.66,163.259,1.21,2365.38,116.59
2/22/17,0.66,177.833,1.2,2362.82,116.2112
2/23/17,0.66,187.176,1.2,2363.81,115.6503
2/24/17,0.66,160.882,1.19,2367.34,115.8119
2/25/17,0.66,#N/A,#N/A,#N/A,#N/A
2/26/17,0.66,#N/A,#N/A,#N/A,#N/A
2/27/17,0.66,153.382,1.16,2369.75,115.6739
2/28/17,0.57,204.651,1.14,2363.64,116.0011
3/1/17,0.66,156.01,1.17,2395.96,116.4353
3/2/17,0.66,168.142,1.17,2381.92,116.84
3/3/17,0.66,193.272,1.17,2383.12,116.6408
3/4/17,0.66,#N/A,#N/A,#N/A,#N/A
3/5/17,0.66,#N/A,#N/A,#N/A,#N/A
3/6/17,0.66,205.21,1.18,2375.31,116.4283
3/7/17,0.66,208.765,1.2,2368.39,116.4272
3/8/17,0.66,212.124,1.21,2362.98,116.8719
3/9/17,0.66,217.831,1.23,2364.87,116.9931
3/10/17,0.66,233.046,1.22,2372.6,116.6132
3/11/17,0.66,#N/A,#N/A,#N/A,#N/A
3/12/17,0.66,#N/A,#N/A,#N/A,#N/A
3/13/17,0.66,232.962,1.22,2373.47,116.3978
3/14/17,0.66,200.798,1.2,2365.45,116.5618
3/15/17,0.66,226.51,1.18,2385.26,116.3555
3/16/17,0.91,209.114,1.18,2381.38,115.4432
3/17/17,0.91,240.669,1.17,2378.25,115.276
3/18/17,0.91,#N/A,#N/A,#N/A,#N/A
3/19/17,0.91,#N/A,#N/A,#N/A,#N/A
3/20/17,0.91,235.827,1.17,2373.47,115.0402
3/21/17,0.91,237.331,1.16,2344.02,114.8099
3/22/17,0.91,251.013,1.13,2348.45,114.7917
3/23/17,0.91,231.463,1.15,2345.96,114.7881
3/24/17,0.91,200.237,1.14,2343.98,114.6352
3/25/17,0.91,#N/A,#N/A,#N/A,#N/A
3/26/17,0.91,#N/A,#N/A,#N/A,#N/A
3/27/17,0.91,215.473,1.11,2341.59,114.2332
3/28/17,0.91,224.475,1.12,2358.57,114.4173
3/29/17,0.91,260.357,1.13,2361.13,114.7141
3/30/17,0.91,224.134,1.14,2368.06,114.5218
3/31/17,0.82,346.853,1.13,2362.72,114.7914
4/1/17,0.82,#N/A,#N/A,#N/A,#N/A
4/2/17,0.82,#N/A,#N/A,#N/A,#N/A
4/3/17,0.91,233.582,1.11,2358.84,114.8707
4/4/17,0.91,207.711,1.11,2360.16,115.0011
4/5/17,0.91,174.644,1.1,2352.95,114.9468
4/6/17,0.91,117.337,1.1,2357.49,115.0155
4/7/17,0.91,117.774,1.09,2355.54,115.0515
4/8/17,0.91,#N/A,#N/A,#N/A,#N/A
4/9/17,0.91,#N/A,#N/A,#N/A,#N/A
4/10/17,0.91,120.504,1.08,2357.16,115.1068
4/11/17,0.91,114.753,1.08,2353.78,115.0061
4/12/17,0.91,105.528,1.04,2344.93,114.9133
4/13/17,0.91,.,1.03,2328.95,114.5029
4/14/17,0.91,.,.,.,114.5339
4/15/17,0.91,#N/A,#N/A,#N/A,#N/A
4/16/17,0.91,#N/A,#N/A,#N/A,#N/A
4/17/17,0.91,64.37,1.05,2349.01,114.3257
4/18/17,0.91,109.402,1,2342.19,114.2559
4/19/17,0.91,116.567,1.02,2338.17,114.7914
4/20/17,0.91,128.726,1.03,2355.84,114.6198
4/21/17,0.91,136.521,1.04,2348.69,114.8118
4/22/17,0.91,#N/A,#N/A,#N/A,#N/A
4/23/17,0.91,#N/A,#N/A,#N/A,#N/A
4/24/17,0.91,118.667,1.03,2374.15,114.3652
4/25/17,0.91,116.956,1.06,2388.61,114.5113
4/26/17,0.91,122.323,1.04,2387.45,114.948
4/27/17,0.91,127.826,1.05,2388.77,114.9951
4/28/17,0.83,181.976,1.01,2384.2,114.7882
4/29/17,0.83,#N/A,#N/A,#N/A,#N/A
4/30/17,0.83,#N/A,#N/A,#N/A,#N/A
5/1/17,0.91,162.198,1.05,2388.33,114.5924
5/2/17,0.91,183.851,1.02,2391.17,114.6797
5/3/17,0.91,186.667,1.03,2388.13,114.664
5/4/17,0.91,152.793,1.04,2389.52,114.9084
5/5/17,0.91,156.789,1.04,2399.29,114.7734
5/6/17,0.91,#N/A,#N/A,#N/A,#N/A
5/7/17,0.91,#N/A,#N/A,#N/A,#N/A
5/8/17,0.91,162.58,1.06,2399.38,115.0903
5/9/17,0.91,167.302,1.05,2396.92,115.3938
5/10/17,0.91,187.269,1.06,2399.63,115.1146
5/11/17,0.91,161.232,1.04,2394.44,115.0669
5/12/17,0.91,167.696,1.04,2390.9,114.7479
5/13/17,0.91,#N/A,#N/A,#N/A,#N/A
5/14/17,0.91,#N/A,#N/A,#N/A,#N/A
5/15/17,0.91,144.99,1.03,2402.32,114.3504
5/16/17,0.91,157.693,1.04,2400.67,113.9924
5/17/17,0.91,167.158,0.96,2357.03,113.7512
5/18/17,0.91,185.287,0.96,2365.72,114.2701
5/19/17,0.91,182.273,0.95,2381.73,113.7014
5/20/17,0.91,#N/A,#N/A,#N/A,#N/A
5/21/17,0.91,#N/A,#N/A,#N/A,#N/A
5/22/17,0.91,185.031,0.96,2394.02,113.5456
5/23/17,0.91,198.865,0.98,2398.42,113.6874
5/24/17,0.91,184.946,0.97,2404.39,113.6757
5/25/17,0.91,153.451,0.95,2415.07,113.3726
5/26/17,0.91,168.041,0.95,2415.82,113.4838
5/27/17,0.91,#N/A,#N/A,#N/A,#N/A
5/28/17,0.91,#N/A,#N/A,#N/A,#N/A
5/29/17,0.91,.,.,.,.
5/30/17,0.91,182.065,0.93,2412.91,113.5557
5/31/17,0.83,256.176,0.93,2411.8,113.2962
6/1/17,0.91,163.755,0.93,2430.06,113.302
6/2/17,0.91,170.496,0.87,2439.07,113.1915
6/3/17,0.91,#N/A,#N/A,#N/A,#N/A
6/4/17,0.91,#N/A,#N/A,#N/A,#N/A
6/5/17,0.91,164.208,0.86,2436.1,112.9761
6/6/17,0.91,160.949,0.84,2429.33,112.7099
6/7/17,0.91,165.138,0.86,2433.14,112.8197
6/8/17,0.91,151.582,0.86,2433.79,112.8354
6/9/17,0.91,155.344,0.86,2431.77,112.9556
6/10/17,0.91,#N/A,#N/A,#N/A,#N/A
6/11/17,0.91,#N/A,#N/A,#N/A,#N/A
6/12/17,0.91,152.198,0.86,2429.39,112.9831
6/13/17,0.91,172.973,0.83,2440.35,112.6261
6/14/17,0.91,163.056,0.8,2437.92,112.0727
6/15/17,1.16,131.378,0.81,2432.46,112.8699
6/16/17,1.16,158.566,0.84,2433.15,112.6145
6/17/17,1.16,#N/A,#N/A,#N/A,#N/A
6/18/17,1.16,#N/A,#N/A,#N/A,#N/A
6/19/17,1.16,166.745,0.83,2453.46,112.7563
6/20/17,1.16,192.347,0.8,2437.03,113.2685
6/21/17,1.16,198.769,0.8,2435.61,113.3318
6/22/17,1.16,195.144,0.81,2434.5,113.1642
6/23/17,1.16,201.475,0.81,2438.3,112.8657
6/24/17,1.16,#N/A,#N/A,#N/A,#N/A
6/25/17,1.16,#N/A,#N/A,#N/A,#N/A
6/26/17,1.16,185.227,0.78,2439.07,112.7623
6/27/17,1.16,212.664,0.83,2419.38,112.5494
6/28/17,1.16,263.699,0.88,2440.69,112.0744
6/29/17,1.16,269.565,0.89,2419.7,111.9981
6/30/17,1.06,398.875,0.93,2423.41,111.9897
7/1/17,1.06,#N/A,#N/A,#N/A,#N/A
7/2/17,1.06,#N/A,#N/A,#N/A,#N/A
7/3/17,1.16,255.693,0.94,2429.01,112.4268
7/4/17,1.16,.,.,.,.
7/5/17,1.16,240.029,0.92,2432.54,112.6534
7/6/17,1.16,189.992,0.97,2409.75,112.42
7/7/17,1.16,189.214,0.99,2425.18,112.3132
7/8/17,1.16,#N/A,#N/A,#N/A,#N/A
7/9/17,1.16,#N/A,#N/A,#N/A,#N/A
7/10/17,1.16,189.721,0.98,2427.43,112.158
7/11/17,1.16,173.774,1,2425.53,112.1427
7/12/17,1.16,179.172,0.98,2443.25,111.5892
7/13/17,1.16,162.379,0.98,2447.83,111.5352
7/14/17,1.16,136.231,0.98,2459.27,110.9066
7/15/17,1.16,#N/A,#N/A,#N/A,#N/A
7/16/17,1.16,#N/A,#N/A,#N/A,#N/A
7/17/17,1.16,122.436,0.95,2459.14,110.9296
7/18/17,1.16,157.322,0.91,2460.61,110.4349
7/19/17,1.16,144.731,0.9,2473.83,110.4329
7/20/17,1.16,126.676,0.9,2473.45,110.2504
7/21/17,1.16,122.712,0.88,2472.54,110.1902
7/22/17,1.16,#N/A,#N/A,#N/A,#N/A
7/23/17,1.16,#N/A,#N/A,#N/A,#N/A
7/24/17,1.16,95.123,0.89,2469.91,110.1998
7/25/17,1.16,74.54,0.93,2477.13,110.2831
7/26/17,1.16,103.311,0.93,2477.83,110.3805
7/27/17,1.16,95.636,0.96,2475.42,110.2154
7/28/17,1.16,108.479,0.96,2472.1,109.9197
7/29/17,1.16,#N/A,#N/A,#N/A,#N/A
7/30/17,1.16,#N/A,#N/A,#N/A,#N/A
7/31/17,1.07,204.622,0.96,2470.3,109.8181
8/1/17,1.16,98.069,0.92,2476.35,109.8498
8/2/17,1.16,119.334,0.91,2477.57,109.7508
8/3/17,1.16,87.844,0.9,2472.16,109.8336
8/4/17,1.16,93.778,0.91,2476.83,110.2807
8/5/17,1.16,#N/A,#N/A,#N/A,#N/A
8/6/17,1.16,#N/A,#N/A,#N/A,#N/A
8/7/17,1.16,104.061,0.9,2480.91,110.373
8/8/17,1.16,103.612,0.93,2474.92,110.3956
8/9/17,1.16,103.95,0.91,2474.02,110.367
8/10/17,1.16,90.273,0.87,2438.21,110.1884
8/11/17,1.16,95.534,0.89,2441.32,110.0421
8/12/17,1.16,#N/A,#N/A,#N/A,#N/A
8/13/17,1.16,#N/A,#N/A,#N/A,#N/A
8/14/17,1.16,74.682,0.89,2465.84,110.0947
8/15/17,1.16,71.382,0.92,2464.61,110.4839
8/16/17,1.16,92.84,0.9,2468.11,110.4385
8/17/17,1.16,78.582,0.87,2430.01,110.1666
8/18/17,1.16,129.105,0.86,2425.55,110.04
8/19/17,1.16,#N/A,#N/A,#N/A,#N/A
8/20/17,1.16,#N/A,#N/A,#N/A,#N/A
8/21/17,1.16,144.1,0.86,2428.37,109.7342
8/22/17,1.16,166.094,0.89,2452.51,109.8373
8/23/17,1.16,169.793,0.85,2444.04,109.8082
8/24/17,1.16,130.879,0.86,2438.97,109.7511
8/25/17,1.16,122.167,0.82,2443.05,109.3405
8/26/17,1.16,#N/A,#N/A,#N/A,#N/A
8/27/17,1.16,#N/A,#N/A,#N/A,#N/A
8/28/17,1.16,121.947,0.83,2444.24,109.181
8/29/17,1.16,127.243,0.8,2446.3,109.0944
8/30/17,1.16,146.086,0.82,2457.59,109.4047
8/31/17,1.07,213.486,0.79,2471.65,109.3676
9/1/17,1.16,124.952,0.81,2476.55,109.0492
9/2/17,1.16,#N/A,#N/A,#N/A,#N/A
9/3/17,1.16,#N/A,#N/A,#N/A,#N/A
9/4/17,1.16,.,.,.,.
9/5/17,1.16,136.131,0.77,2457.85,108.8654
9/6/17,1.16,145.128,0.8,2465.54,108.4885
9/7/17,1.16,126.607,0.78,2465.1,107.9211
9/8/17,1.16,113.842,0.79,2461.43,107.8071
9/9/17,1.16,#N/A,#N/A,#N/A,#N/A
9/10/17,1.16,#N/A,#N/A,#N/A,#N/A
9/11/17,1.16,115.972,0.82,2488.11,108.1518
9/12/17,1.16,127.019,0.84,2496.48,108.3233
9/13/17,1.16,125.668,0.85,2498.37,108.6618
9/14/17,1.16,97.564,0.83,2495.62,108.6175
9/15/17,1.16,109.645,0.81,2500.23,108.315
9/16/17,1.16,#N/A,#N/A,#N/A,#N/A
9/17/17,1.16,#N/A,#N/A,#N/A,#N/A
9/18/17,1.16,138.909,0.83,2503.87,108.6402
9/19/17,1.16,156.728,0.84,2506.65,108.6147
9/20/17,1.16,168.025,0.83,2508.24,108.4336
9/21/17,1.16,152.866,0.82,2500.6,108.9274
9/22/17,1.16,157.33,0.8,2502.22,108.7548
9/23/17,1.16,#N/A,#N/A,#N/A,#N/A
9/24/17,1.16,#N/A,#N/A,#N/A,#N/A
9/25/17,1.16,158.503,0.78,2496.66,109.3307
9/26/17,1.16,173.715,0.79,2496.84,109.7772
9/27/17,1.16,220.083,0.84,2507.04,110.0726
9/28/17,1.16,208.936,0.86,2510.06,110.2425
9/29/17,1.06,316.09,0.86,2519.36,110.0876
9/30/17,1.06,#N/A,#N/A,#N/A,#N/A
10/1/17,1.06,#N/A,#N/A,#N/A,#N/A
10/2/17,1.16,190.377,0.85,2529.12,110.3688
10/3/17,1.16,181.605,0.86,2534.58,110.3284
10/4/17,1.16,178.738,0.86,2537.74,110.2427
10/5/17,1.16,132.827,0.86,2552.07,110.5821
10/6/17,1.16,119.529,0.83,2549.33,110.7839
10/7/17,1.16,#N/A,#N/A,#N/A,#N/A
10/8/17,1.16,#N/A,#N/A,#N/A,#N/A
10/9/17,1.16,.,.,2544.73,.
10/10/17,1.16,121.913,0.84,2550.64,110.3037
10/11/17,1.16,129.805,0.84,2555.24,110.3042
10/12/17,1.16,102.807,0.82,2550.93,110.3156
10/13/17,1.16,99.961,0.77,2553.17,110.2678
10/14/17,1.16,#N/A,#N/A,#N/A,#N/A
10/15/17,1.16,#N/A,#N/A,#N/A,#N/A
10/16/17,1.16,78.531,0.76,2557.64,110.5443
10/17/17,1.16,91.188,0.76,2559.36,110.9149
10/18/17,1.16,121.457,0.75,2561.26,110.7218
10/19/17,1.16,102.612,0.75,2562.1,110.4583
10/20/17,1.16,102.488,0.79,2575.21,111.0382
10/21/17,1.16,#N/A,#N/A,#N/A,#N/A
10/22/17,1.16,#N/A,#N/A,#N/A,#N/A
10/23/17,1.16,110.26,0.8,2564.98,111.2144
10/24/17,1.16,97.202,0.82,2569.13,111.4036
10/25/17,1.16,112.057,0.83,2557.15,111.3921
10/26/17,1.16,98.412,0.83,2560.4,111.643
10/27/17,1.16,105.903,0.83,2581.07,112.1504
10/28/17,1.16,#N/A,#N/A,#N/A,#N/A
10/29/17,1.16,#N/A,#N/A,#N/A,#N/A
10/30/17,1.16,102.147,0.79,2572.83,111.9022
10/31/17,1.07,173.605,0.78,2575.26,111.8068
11/1/17,1.16,87.165,0.76,2579.36,111.7955
11/2/17,1.16,58.758,0.74,2579.85,111.5479
11/3/17,1.16,60.915,0.71,2587.84,111.9388
11/4/17,1.16,#N/A,#N/A,#N/A,#N/A
11/5/17,1.16,#N/A,#N/A,#N/A,#N/A
11/6/17,1.16,70.365,0.71,2591.13,111.7203
11/7/17,1.16,58.971,0.69,2590.64,111.9453
11/8/17,1.16,74.546,0.67,2594.38,111.6938
11/9/17,1.16,46.378,0.7,2584.62,111.5632
11/10/17,1.16,39.671,0.73,2582.3,.
11/11/17,1.16,#N/A,#N/A,#N/A,#N/A
11/12/17,1.16,#N/A,#N/A,#N/A,#N/A
11/13/17,1.16,35.243,0.7,2584.84,111.784
11/14/17,1.16,32.219,0.7,2578.87,111.5107
11/15/17,1.16,35.038,0.65,2564.62,111.4822
11/16/17,1.16,20.709,0.65,2585.64,111.2579
11/17/17,1.16,38.838,0.62,2578.85,111.0028
11/18/17,1.16,#N/A,#N/A,#N/A,#N/A
11/19/17,1.16,#N/A,#N/A,#N/A,#N/A
11/20/17,1.16,34.576,0.6,2582.14,111.261
11/21/17,1.16,42.899,0.59,2599.03,110.9836
11/22/17,1.16,51.634,0.58,2597.08,110.5642
11/23/17,1.16,.,.,.,.
11/24/17,1.16,40.488,0.59,2602.42,110.0266
11/25/17,1.16,#N/A,#N/A,#N/A,#N/A
11/26/17,1.16,#N/A,#N/A,#N/A,#N/A
11/27/17,1.16,39.381,0.58,2601.42,110.1149
11/28/17,1.16,50.834,0.59,2627.04,110.3027
11/29/17,1.16,67.019,0.59,2626.07,110.3281
11/30/17,1.07,102.719,0.64,2647.58,110.4669
12/1/17,1.16,59.03,0.59,2642.22,110.1432
12/2/17,1.16,#N/A,#N/A,#N/A,#N/A
12/3/17,1.16,#N/A,#N/A,#N/A,#N/A
12/4/17,1.16,72.389,0.57,2639.44,110.3984
12/5/17,1.16,68.297,0.53,2629.57,110.4917
12/6/17,1.16,76.368,0.55,2629.27,110.8724
12/7/17,1.16,63.552,0.57,2636.98,111.0196
12/8/17,1.16,82.714,0.58,2651.5,111.2288
12/9/17,1.16,#N/A,#N/A,#N/A,#N/A
12/10/17,1.16,#N/A,#N/A,#N/A,#N/A
12/11/17,1.16,107.473,0.57,2659.99,111.0843
12/12/17,1.17,119.09,0.57,2664.11,111.523
12/13/17,1.17,143.392,0.57,2662.85,111.2777
12/14/17,1.41,107.679,0.53,2652.01,111.0914
12/15/17,1.41,80.206,0.51,2675.81,111.1302
12/16/17,1.41,#N/A,#N/A,#N/A,#N/A
12/17/17,1.41,#N/A,#N/A,#N/A,#N/A
12/18/17,1.42,117.276,0.55,2690.16,110.9107
12/19/17,1.42,112.628,0.59,2681.47,111.1277
12/20/17,1.42,127.582,0.62,2679.25,110.8384
12/21/17,1.42,116.978,0.59,2684.57,110.8806
12/22/17,1.42,113.852,0.57,2683.34,111.1018
12/23/17,1.42,#N/A,#N/A,#N/A,#N/A
12/24/17,1.42,#N/A,#N/A,#N/A,#N/A
12/25/17,1.42,.,.,.,.
12/26/17,1.42,119.456,0.55,2680.5,110.9779
12/27/17,1.42,147.749,0.53,2682.62,110.8576
12/28/17,1.42,158.478,0.52,2687.54,110.5178
12/29/17,1.33,319.595,0.51,2673.61,110.0808
12/30/17,1.33,#N/A,#N/A,#N/A,#N/A
12/31/17,1.33,#N/A,#N/A,#N/A,#N/A
1/1/18,1.33,.,.,.,.
1/2/18,1.42,136.967,0.54,2695.81,109.6469
1/3/18,1.42,131.622,0.5,2713.06,109.6775
1/4/18,1.42,76.624,0.5,2723.99,109.4802
1/5/18,1.42,63.804,0.51,2743.15,109.3517
1/6/18,1.42,#N/A,#N/A,#N/A,#N/A
1/7/18,1.42,#N/A,#N/A,#N/A,#N/A
1/8/18,1.42,63.531,0.53,2747.71,109.57
1/9/18,1.42,56.468,0.57,2751.29,109.9044
1/10/18,1.42,57.954,0.57,2748.23,109.6299
1/11/18,1.42,33.597,0.56,2767.56,109.491
1/12/18,1.42,21.59,0.56,2786.24,108.9035
1/13/18,1.42,#N/A,#N/A,#N/A,#N/A
1/14/18,1.42,#N/A,#N/A,#N/A,#N/A
1/15/18,1.42,.,.,.,.
1/16/18,1.42,22.003,0.51,2776.42,108.3244
1/17/18,1.42,20.548,0.52,2802.56,108.155
1/18/18,1.42,22.804,0.57,2798.03,108.068
1/19/18,1.42,22.196,0.58,2810.3,107.9478
1/20/18,1.42,#N/A,#N/A,#N/A,#N/A
1/21/18,1.42,#N/A,#N/A,#N/A,#N/A
1/22/18,1.42,28.706,0.58,2832.97,108.1094
1/23/18,1.42,31.791,0.57,2839.13,108.0007
1/24/18,1.42,36.371,0.57,2837.54,107.0828
1/25/18,1.42,19.891,0.55,2839.25,106.5079
1/26/18,1.42,21.427,0.53,2872.87,106.6935
1/27/18,1.42,#N/A,#N/A,#N/A,#N/A
1/28/18,1.42,#N/A,#N/A,#N/A,#N/A
1/29/18,1.42,23.98,0.59,2853.53,107.1165
1/30/18,1.42,31.766,0.6,2822.43,107.1089
1/31/18,1.34,65.797,0.58,2823.81,106.7722
2/1/18,1.42,31.825,0.62,2821.98,106.4903
2/2/18,1.42,43.931,0.69,2762.13,107.1181
2/3/18,1.42,#N/A,#N/A,#N/A,#N/A
2/4/18,1.42,#N/A,#N/A,#N/A,#N/A
2/5/18,1.42,59.008,0.69,2648.94,107.333
2/6/18,1.42,49.214,0.69,2695.14,107.5233
2/7/18,1.42,48.12,0.69,2681.66,107.7198
2/8/18,1.42,33.272,0.72,2581,108.3049
2/9/18,1.42,36.567,0.78,2619.55,108.2605
2/10/18,1.42,#N/A,#N/A,#N/A,#N/A
2/11/18,1.42,#N/A,#N/A,#N/A,#N/A
2/12/18,1.42,30.631,0.77,2656,108.0358
2/13/18,1.42,43.137,0.73,2662.94,107.7602
2/14/18,1.42,38.518,0.74,2698.63,107.472
2/15/18,1.42,29.08,0.71,2731.2,106.9897
2/16/18,1.42,29.615,0.66,2732.22,107.0387
2/17/18,1.42,#N/A,#N/A,#N/A,#N/A
2/18/18,1.42,#N/A,#N/A,#N/A,#N/A
2/19/18,1.42,.,.,.,.
2/20/18,1.42,32.495,0.63,2716.26,107.6276
2/21/18,1.42,45.171,0.68,2701.33,107.8707
2/22/18,1.42,36.32,0.67,2703.96,107.8696
2/23/18,1.42,15.875,0.63,2747.3,107.6829
2/24/18,1.42,#N/A,#N/A,#N/A,#N/A
2/25/18,1.42,#N/A,#N/A,#N/A,#N/A
2/26/18,1.42,9.36,0.64,2779.6,107.7373
2/27/18,1.42,19.729,0.63,2744.28,108.1757
2/28/18,1.35,44.51,0.62,2713.83,108.3928
3/1/18,1.42,14.334,0.59,2677.67,108.5384
3/2/18,1.42,15.642,0.61,2691.25,.
3/3/18,1.42,#N/A,#N/A,#N/A,#N/A
3/4/18,1.42,#N/A,#N/A,#N/A,#N/A
3/5/18,1.42,15.23,0.64,2720.94,108.3648
3/6/18,1.42,11.205,0.63,2728.12,107.8002
3/7/18,1.42,14.295,0.64,2726.8,108.0947
3/8/18,1.42,6.963,0.61,2738.97,108.2702
3/9/18,1.42,3.247,0.63,2786.57,107.9259
3/10/18,1.42,#N/A,#N/A,#N/A,#N/A
3/11/18,1.42,#N/A,#N/A,#N/A,#N/A
3/12/18,1.42,1.77,0.6,2783.02,107.9467
3/13/18,1.42,2.145,0.58,2765.31,107.7417
3/14/18,1.42,4.97,0.55,2749.48,107.8655
3/15/18,1.43,3.746,0.53,2747.33,108.2064
3/16/18,1.43,10.28,0.54,2752.01,108.4364
3/17/18,1.43,#N/A,#N/A,#N/A,#N/A
3/18/18,1.43,#N/A,#N/A,#N/A,#N/A
3/19/18,1.43,7.82,0.54,2712.92,108.3179
3/20/18,1.44,11.95,0.55,2716.94,108.4985
3/21/18,1.44,20.586,0.58,2711.93,.
3/22/18,1.68,11.592,0.54,2643.69,107.9965
3/23/18,1.68,10.45,0.54,2588.26,107.7526
3/24/18,1.68,#N/A,#N/A,#N/A,#N/A
3/25/18,1.68,#N/A,#N/A,#N/A,#N/A
3/26/18,1.68,5.921,0.52,2658.55,107.1851
3/27/18,1.68,9.62,0.52,2612.62,107.3391
3/28/18,1.68,17.898,0.49,2605,107.5763
3/29/18,1.68,.,0.47,2640.87,107.6678
3/30/18,1.67,.,.,.,107.4811
3/31/18,1.67,#N/A,#N/A,#N/A,#N/A
4/1/18,1.67,#N/A,#N/A,#N/A,#N/A
4/2/18,1.68,3.823,0.48,2581.88,107.7059
4/3/18,1.69,8.695,0.51,2614.45,107.5648
4/4/18,1.69,4.57,0.51,2644.69,107.6387
4/5/18,1.69,4.645,0.53,2662.84,107.7304
4/6/18,1.69,4.895,0.5,2604.47,107.7912
4/7/18,1.69,#N/A,#N/A,#N/A,#N/A
4/8/18,1.69,#N/A,#N/A,#N/A,#N/A
4/9/18,1.69,4.07,0.49,2613.16,107.534
4/10/18,1.69,3.99,0.48,2656.87,107.3679
4/11/18,1.69,2.361,0.47,2642.19,107.1244
4/12/18,1.69,4.12,0.49,2663.99,107.2924
4/13/18,1.69,3.471,0.45,2656.3,107.2386
4/14/18,1.69,#N/A,#N/A,#N/A,#N/A
4/15/18,1.69,#N/A,#N/A,#N/A,#N/A
4/16/18,1.69,3.372,0.44,2677.84,107.0616
4/17/18,1.69,3.971,0.41,2706.39,107.0362
4/18/18,1.69,14.021,0.45,2708.64,107.1118
4/19/18,1.69,13.92,0.48,2693.13,107.5219
4/20/18,1.7,12.02,0.5,2670.14,108.181
4/21/18,1.7,#N/A,#N/A,#N/A,#N/A
4/22/18,1.7,#N/A,#N/A,#N/A,#N/A
4/23/18,1.7,10.821,0.49,2670.29,108.9357
4/24/18,1.7,9.532,0.52,2634.56,108.7932
4/25/18,1.7,3.57,0.54,2639.4,109.3473
4/26/18,1.7,3.795,0.51,2666.94,109.3668
4/27/18,1.7,2.92,0.47,2669.91,109.1755
4/28/18,1.7,#N/A,#N/A,#N/A,#N/A
4/29/18,1.7,#N/A,#N/A,#N/A,#N/A
4/30/18,1.69,13.83,0.46,2648.05,109.3381
5/1/18,1.7,3.82,0.47,2654.8,109.7461
5/2/18,1.7,6.52,0.48,2635.67,110.1641
5/3/18,1.7,5.775,0.45,2629.73,110.1821
5/4/18,1.7,5.415,0.44,2663.42,110.2516
5/5/18,1.7,#N/A,#N/A,#N/A,#N/A
5/6/18,1.7,#N/A,#N/A,#N/A,#N/A
5/7/18,1.7,3.22,0.46,2672.63,110.5738
5/8/18,1.7,3.921,0.46,2671.92,111.0647
5/9/18,1.7,2.72,0.46,2697.79,110.8832
5/10/18,1.7,4.645,0.43,2723.07,110.4064
5/11/18,1.7,3.222,0.43,2727.72,110.2863
5/12/18,1.7,#N/A,#N/A,#N/A,#N/A
